REGIAO:;N
UF:;AP
ESTACAO:;PORTO GRANDE
CODIGO (WMO):;A244
LATITUDE:;,69416666
LONGITUDE:;-51,40388888
ALTITUDE:;84,8
DATA DE FUNDACAO:;17/09/08
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2025/01/25;1400 UTC;0;1005,5;1005,6;1005,4;1078,6;25,2;;25,4;24,3;;;7;;7;29;7,5;2,7;
2025/01/25;1500 UTC;0;1005,2;1005,5;1005,2;1342,9;25,7;;26;25,2;;;7;;;14;5,9;2,7;
2025/01/25;1600 UTC;0;1004,6;1005,3;1004,6;1981;26,9;;27,2;25,7;;;7;;;29;5,8;2,9;
2025/01/25;1700 UTC;0;1003,5;1004,6;1003,5;2631,8;27,7;;28,7;26,9;;;7;;;30;6,8;2,8;
2025/01/25;1800 UTC;0;1001,9;1003,5;1001,9;2766,3;28,8;;29,2;27,5;;;;;;21;6;3,4;
2025/01/25;1900 UTC;0;1001,2;1001,9;1001,2;2115,7;28,8;;29,3;28;;;;;;39;7,3;3;
2025/01/25;2000 UTC;0;1000,7;1001,3;1000,7;1555,2;28,6;;29,5;28,2;;;7;;;42;6,1;2,7;
2025/01/25;2100 UTC;0;1000,8;1000,8;1000,6;667,9;27,6;;28,8;27,6;;;7;;;52;6,1;1,7;
2025/01/25;2200 UTC;0;1001,2;1001,2;1000,7;103,8;26,2;;27,6;26,2;;;7;;;76;3,9;,9;
2025/01/25;2300 UTC;0;1001,8;1001,8;1001,1;;25,6;;26,2;25,6;;;7;;;64;3;1,5;
2025/01/26;0000 UTC;0;1002,8;1002,8;1001,8;;25,5;;25,7;25,5;;;;;;74;4;1,7;
2025/01/26;0100 UTC;0;1003,5;1003,5;1002,8;;25;;25,5;25;;;;;;25;3,2;1,1;
2025/01/26;0200 UTC;0;1003,5;1003,7;1003,5;;24,7;;25,1;24,7;;;7;;;18;2,7;,3;
2025/01/26;0300 UTC;0;1003,4;1003,5;1003,3;;24,5;;24,7;24,4;;;7;;;310;2;,8;
2025/01/26;0400 UTC;0;1002,7;1003,4;1002,7;;24;;24,5;24;;;7;;;324;2,2;,9;
2025/01/26;0500 UTC;0;1002,2;1002,7;1002,2;;23,7;;24;23,7;;;7;;;332;2,5;1,4;
2025/01/26;0600 UTC;0;1001,6;1002,2;1001,6;;23,4;;23,7;23,4;;;7;;;313;3,1;1,6;
2025/01/26;0700 UTC;0;1001,6;1001,8;1001,5;;23,4;;23,5;23,4;;;7;;;325;3,7;1,9;
2025/01/26;0800 UTC;0;1001,7;1001,7;1001,5;;23,1;;23,4;23,1;;;7;;;330;4,1;1,8;
2025/01/26;0900 UTC;0;1002,6;1002,6;1001,7;;23;;23,2;23;;;7;;;326;3,7;1,5;
2025/01/26;1000 UTC;0;1003,1;1003,2;1002,6;13,3;23;;23,1;22,9;;;7;;;338;4,1;2,1;
2025/01/26;1100 UTC;0;1004;1004;1003,1;357,7;23,8;;23,8;23;;;7;;;322;4;1,8;
2025/01/26;1200 UTC;0;1005;1005,1;1004;739,1;24,9;;25;23,8;;;7;;;338;5,5;2,6;
2025/01/26;1300 UTC;0;1005,6;1005,6;1005;946,6;24,9;;25,6;24,7;;;7;;;359;5,7;3,1;
2025/01/26;1400 UTC;,4;1005,3;1005,6;1005,2;2167,8;27;;27;24,6;;;7;;;338;5,7;2,3;
2025/01/26;1500 UTC;0;1004,9;1005,3;1004,9;2684,8;29,7;;29,7;26,6;;;7;;;1;4,6;1,8;
2025/01/26;1600 UTC;0;1003,8;1004,9;1003,8;2489,5;29,5;;29,7;27,6;;;;;;351;5,2;2,2;
2025/01/26;1700 UTC;0;1003,1;1003,8;1003,1;2031,1;26,3;;30,9;26,3;-2,3;;18;;;41;8;2,8;
2025/01/26;1800 UTC;,2;1002,1;1003,3;1002,1;461,6;25,1;;26,5;24,9;;;;;;76;6,4;2,3;
2025/01/26;1900 UTC;0;1001;1002,1;1001;460,4;25;;25,4;24,9;;;7;;;103;4,4;1,7;
2025/01/26;2000 UTC;0;1001,1;1001,1;1000,9;397,1;25;;25,5;25;;;7;;;212;3,1;1,5;
2025/01/26;2100 UTC;0;1000,8;1001,1;1000,8;314,3;25,5;;25,5;24,9;;;7;;;357;2,8;1,1;
2025/01/26;2200 UTC;0;1001,4;1001,4;1000,8;97,6;25;;25,7;25;;;;;;107;1,8;,3;
2025/01/26;2300 UTC;0;1001,6;1001,8;1001,4;;24,3;;25;24,3;;;7;;;158;1,7;,6;
2025/01/27;0000 UTC;0;1002,3;1002,4;1001,6;;24;;24,3;24;;;7;;;293;1,3;,4;
2025/01/27;0100 UTC;0;1002,7;1002,8;1002,3;;23,7;;24;23,6;;;7;;;15;1,7;,7;
2025/01/27;0200 UTC;0;1003,5;1003,5;1002,7;;23,9;;24,1;23,7;;;7;;;329;1,9;,7;
2025/01/27;0300 UTC;0;1003,5;1003,5;1003,4;;23,6;;23,9;23,6;;;7;;;360;1,5;,4;
2025/01/27;0400 UTC;0;1002,8;1003,6;1002,8;;23,2;;23,7;23,1;;;7;;;57;,9;,3;
2025/01/27;0500 UTC;0;1001,9;1002,8;1001,9;;22,8;;23,2;22,8;;;7;;;343;1,4;,6;
2025/01/27;0600 UTC;,2;1001,4;1002;1001,4;;22,7;;23;22,7;;;7;;7;315;1,3;,6;
2025/01/27;0700 UTC;0;1000,8;1001,4;1000,8;;22,7;;22,7;22,3;;;7;;;340;2,2;1,4;
2025/01/27;0800 UTC;0;1000,9;1000,9;1000,7;;22,9;;22,9;22,7;;;;;;325;2,5;,9;
2025/01/27;0900 UTC;0;1001,1;1001,1;1000,9;;22,8;;23,1;22,7;;;7;;;342;2;,7;
2025/01/27;1000 UTC;0;1001,7;1001,7;1001,1;19,7;22,7;;22,8;22,4;;;;;;324;2;1,2;
2025/01/27;1100 UTC;0;1002,6;1002,6;1001,7;468,6;23,5;;23,8;22,7;;;7;;;342;1,7;,9;
2025/01/27;1200 UTC;0;1003,4;1003,4;1002,6;1290,2;26,1;;26,3;23,5;;;7;;;9;2,5;1,2;
2025/01/27;1300 UTC;0;1003,6;1003,7;1003,4;1489,8;27,2;;27,5;25,7;;;7;;;13;3,4;1,9;
2025/01/27;1400 UTC;0;1003,6;1003,8;1003,6;2021,7;28,9;;29,3;27;;;7;;;69;4,6;1,8;
2025/01/27;1500 UTC;0;1003,4;1003,6;1003,4;2393,5;30,2;;30,4;28,3;-9,4;;7;;;83;5,6;2,3;
2025/01/27;1600 UTC;,2;1002,4;1003,4;1002,4;2746,1;30,2;;31,1;29,6;4,6;;19;;;17;5,5;2,1;
2025/01/27;1700 UTC;0;1001,1;1002,4;1001,1;2262,1;31,4;;31,5;30,2;1,1;;15;;;34;5,4;2,7;
2025/01/27;1800 UTC;,2;1000,1;1001,1;1000,1;1712,3;29,2;;31,7;29,2;-4,3;;12;;;48;5,1;1,5;
2025/01/27;1900 UTC;0;999,2;1000,1;999,2;1900,6;30;;30,1;28,1;-10;;7;;7;36;6,4;2,1;
2025/01/27;2000 UTC;0;998,6;999,2;998,5;1772,3;30,6;;31,1;30;10,7;;29;;;67;5,1;2,3;
2025/01/27;2100 UTC;0;998,7;998,8;998,6;894,9;29,7;;30,7;29,7;3,8;;18;;;80;5,2;1,3;
2025/01/27;2200 UTC;0;999,2;999,3;998,6;141,3;27,6;;29,7;27,6;;;7;;;11;4,9;2,9;
2025/01/27;2300 UTC;15,4;1000,7;1000,7;999,2;;24,2;;27,6;24;;;7;;;120;6,2;3,1;
2025/01/28;0000 UTC;12,2;1001,4;1001,4;1000,6;;24,6;;24,6;24;;;7;;;337;7;,7;
2025/01/28;0100 UTC;0;1002,2;1002,2;1001,4;;25;;25;24,6;;;7;;;349;2,6;,5;
2025/01/28;0200 UTC;0;1002,6;1002,7;1002,1;;25,2;;25,2;24,9;;;7;;7;51;2,9;1,1;
2025/01/28;0300 UTC;0;1002,5;1002,6;1002,5;;24,8;;25,3;24,8;;;7;;;143;2,7;,6;
2025/01/28;0400 UTC;,2;1002,1;1002,6;1002,1;;24,3;;24,8;24,3;;;7;;7;100;1,7;,9;
2025/01/28;0500 UTC;0;1001,7;1002,1;1001,7;;24,1;;24,3;24,1;;;7;;;130;1,7;,5;
2025/01/28;0600 UTC;0;1001,3;1001,7;1001,3;;23,8;;24,1;23,8;;;7;;;233;1,1;,5;
2025/01/28;0700 UTC;,2;1000,8;1001,3;1000,8;;23,8;;24;23,6;;;7;;;139;3,2;1,6;
2025/01/28;0800 UTC;4,4;1000,9;1001;1000,8;;23,4;;23,8;23,4;;;7;;;151;4,3;2,4;
2025/01/28;0900 UTC;,2;1001,1;1001,1;1000,7;;23,2;;23,4;23,1;;;7;;;16;4,3;,2;
2025/01/28;1000 UTC;0;1001,3;1001,4;1001;15,5;23,1;;23,2;23;;;7;;;290;,9;,4;
2025/01/28;1100 UTC;0;1002,2;1002,2;1001,3;443,2;24,7;;24,7;23,1;;;7;;;53;2,9;1,5;
2025/01/28;1200 UTC;0;1003,2;1003,2;1002,2;1303,2;27,3;;27,3;24,7;;;7;;;64;4;1,5;
2025/01/28;1300 UTC;0;1003,4;1003,5;1003,2;2144,8;28,8;;28,8;26,9;;;7;;;83;5,3;2,7;
2025/01/28;1400 UTC;0;1003,4;1003,5;1003,4;2714,2;29,3;;29,7;28,8;5,8;;23;;;104;6,8;3;
2025/01/28;1500 UTC;0;1002,8;1003,5;1002,8;2745,7;30,6;;30,8;28,8;11,1;;30;;;47;6,9;2,1;
2025/01/28;1600 UTC;0;1001,6;1002,8;1001,6;2781,2;31,1;4,8;32;29,5;9,1;;33;;19;45;6,4;2,8;
2025/01/28;1700 UTC;,8;1000,4;1001,6;1000,4;2279,6;31,1;5,6;31,1;27,8;5,6;;20;;20;82;7,4;2,1;
2025/01/28;1800 UTC;0;999,3;1000,4;999,3;2463,1;31,1;;32;29,4;6,4;;21;;;49;8,2;2;
2025/01/28;1900 UTC;0;998,5;999,3;998,4;2503,8;32,2;;32,6;31,1;6;;20;;;73;7,4;4,1;
2025/01/28;2000 UTC;0;998,1;998,5;998;775,4;30,4;;32,2;30,2;6,2;;21;;;93;7,8;2,7;
2025/01/28;2100 UTC;0;998;998,2;998;966,9;30,1;;31,1;30,1;11,5;;32;;;76;5,9;3,1;
2025/01/28;2200 UTC;0;998,6;998,6;998;109,4;28,2;;30,1;28,2;;;7;;;93;5,2;1,4;
2025/01/28;2300 UTC;0;999,4;999,4;998,6;;26,7;;28,2;26,7;;;7;;;85;2,9;1,3;
2025/01/29;0000 UTC;0;1000,7;1000,7;999,4;;25,7;;26,7;25,7;;;;;;69;3,1;1,6;
2025/01/29;0100 UTC;0;1001,7;1001,7;1000,7;;25,5;;25,8;25,5;;;;;;55;3;1,2;
2025/01/29;0200 UTC;0;1002,4;1002,4;1001,7;;25,5;;25,5;25,3;;;7;;;45;3,9;1,4;
2025/01/29;0300 UTC;0;1002,7;1002,7;1002,4;;25,2;;25,5;25,2;;;7;;;39;3,7;1,3;
2025/01/29;0400 UTC;0;1002,4;1002,8;1002,4;;25,2;;25,2;25,1;;;7;;7;40;3;1,3;
2025/01/29;0500 UTC;0;1001,5;1002,4;1001,5;;24,8;;25,2;24,7;;;7;;;39;2,7;,9;
2025/01/29;0600 UTC;0;1000,9;1001,5;1000,9;;24,4;;24,7;24,4;;;7;;;30;2,3;1,1;
2025/01/29;0700 UTC;0;1000,1;1000,9;1000,1;;24,5;;24,6;24,4;;;7;;;22;3,9;1,7;
2025/01/29;0800 UTC;0;1000,5;1000,5;999,9;;24,4;;24,6;24,3;;;7;;;339;3,3;1,4;
2025/01/29;0900 UTC;0;1001,2;1001,2;1000,5;;24,2;;24,4;24,2;;;7;;;338;3,1;1;
2025/01/29;1000 UTC;0;1001,5;1001,5;1001,2;17,7;24,2;;24,2;24,2;;;7;;;355;2,4;,8;
2025/01/29;1100 UTC;0;1002,4;1002,4;1001,4;463,7;25,6;;25,6;24,2;;;7;;;3;3,4;1,9;
2025/01/29;1200 UTC;0;1003,6;1003,6;1002,4;1422;27,4;;27,7;25,6;;;;;;27;5,7;2,6;
2025/01/29;1300 UTC;0;1004;1004;1003,6;1412,1;28,1;;28,7;27;;;7;;;44;6;2,8;
2025/01/29;1400 UTC;0;1003,6;1004;1003,6;2513,7;30,3;;30,3;28,1;-9,6;;7;;;48;6,7;2,6;
2025/01/29;1500 UTC;0;1003,1;1003,7;1003,1;2367,6;30,2;;30,9;28,7;4,2;;32;;;19;6,9;2,4;
2025/01/29;1600 UTC;0;1001,9;1003,1;1001,9;2806,3;31,7;;32;29,3;6,3;;21;;;73;6,7;3,5;
2025/01/29;1700 UTC;0;1000,8;1001,9;1000,8;1466,2;29,7;;31,9;28,2;4,9;;20;;;108;8,9;2,5;
2025/01/29;1800 UTC;5,4;1000,2;1000,8;999,9;737,8;25;;29,9;25;;;7;;;124;10,6;4,1;
2025/01/29;1900 UTC;2,6;999,7;1000,2;999,6;359,3;25,9;;26,3;24,8;;;7;;;18;10,6;2,4;
2025/01/29;2000 UTC;0;998,9;999,7;998,9;353,9;26,2;;26,3;25,6;;;7;;;24;5,2;1,6;
2025/01/29;2100 UTC;0;999,2;999,3;998,8;821,5;26,6;;27,3;26,2;;;7;;;324;3,2;1,8;
2025/01/29;2200 UTC;0;999,8;999,9;999,2;57,1;25,1;;26,7;25,1;;;7;;;33;7,2;1,1;
2025/01/29;2300 UTC;0;1000,4;1000,4;999,7;;24,8;;25,1;24,8;;;7;;;338;2,5;1,1;
2025/01/30;0000 UTC;0;1001,3;1001,3;1000,4;;24,6;;24,8;24,5;;;7;;;335;1,6;,4;
2025/01/30;0100 UTC;,2;1002,1;1002,1;1001,3;;24,8;;25;24,6;;;7;;;6;3;1;
2025/01/30;0200 UTC;0;1002,4;1002,5;1002,1;;25,1;;25,1;24,8;;;7;;;1;4;2,1;
2025/01/30;0300 UTC;,4;1002,5;1002,8;1002,4;;24,7;;25,1;24,7;;;7;;;9;5,7;1,2;
2025/01/30;0400 UTC;,2;1001,5;1002,5;1001,5;;24,7;;24,7;24,5;;;7;;;352;2,5;1,3;
2025/01/30;0500 UTC;0;1001;1001,5;1001;;24,6;;24,7;24,6;;;7;;;349;3;,9;
2025/01/30;0600 UTC;0;1000,3;1001;1000,2;;24,4;;24,6;24,4;;;7;;7;340;2,7;1,1;
2025/01/30;0700 UTC;,2;1000,4;1000,5;1000,2;;24,3;;24,4;24,3;;;7;;;313;2,8;,6;
2025/01/30;0800 UTC;6;1000,5;1000,7;1000,3;;24,2;;24,3;24,2;;;7;;;333;4,3;,6;
2025/01/30;0900 UTC;,2;1001;1001,1;1000,5;;24,3;;24,4;24,2;;;7;;;323;4;,8;
2025/01/30;1000 UTC;0;1000,8;1001;1000,8;10,8;24,4;;24,4;24,3;;;7;;;12;1,6;,8;
2025/01/30;1100 UTC;0;1001,9;1001,9;1000,8;197,9;24,7;;24,7;24,3;;;7;;;320;2,2;,8;
2025/01/30;1200 UTC;0;1003,1;1003,1;1001,9;468,3;25,4;;25,4;24,6;;;7;;;316;2,4;1,1;
2025/01/30;1300 UTC;0;1003,4;1003,4;1003,1;786,4;26,4;;26,7;25,3;;;7;;;21;5,4;2,9;
2025/01/30;1400 UTC;,2;1003,4;1003,6;1003,3;1780,9;27,8;;28,9;26,3;;;7;;;25;5,8;2,5;
2025/01/30;1500 UTC;,2;1002,5;1003,4;1002,5;2345;29,2;;29,5;27,8;;;;;;6;6,4;3;
2025/01/30;1600 UTC;3,8;1003;1003;1002,1;1566,4;22,9;;30,1;22,9;;;7;;;93;14,6;5,8;
2025/01/30;1700 UTC;10,4;1001,6;1003,2;1001,6;277,2;24,1;;24,2;22,6;;;7;;;124;14,6;1,3;
2025/01/30;1800 UTC;0;1000,6;1001,6;1000,6;186,1;24,7;;24,7;24,1;;;;;;238;2,5;,5;
2025/01/30;1900 UTC;0;1000,1;1000,6;1000,1;186,3;24,9;;25;24,7;;;;;;264;1,9;1;
2025/01/30;2000 UTC;0;1000;1000,1;999,9;151,2;25;;25;24,7;;;;;;298;2;,5;
2025/01/30;2100 UTC;0;999,7;1000,2;999,7;87,8;25,1;;25,1;24,8;;;;;;74;1,9;,7;
2025/01/30;2200 UTC;0;999,7;1000;999,3;31,4;25;;25,1;24,9;;;7;;;126;2,3;1;
2025/01/30;2300 UTC;0;1000,2;1000,3;999,6;;24,5;;25;24,5;;;7;;;194;3,4;,4;
2025/01/31;0000 UTC;0;1001;1001;1000,2;;24,6;;24,6;24,4;;;;;;108;1,3;,8;
2025/01/31;0100 UTC;0;1002,1;1002,1;1001;;24,9;;24,9;24,6;;;7;;;21;1,3;,3;
2025/01/31;0200 UTC;0;1002,3;1002,3;1002;;25;;25;24,8;;;7;;;11;4,1;1,5;
2025/01/31;0300 UTC;0;1002,4;1002,5;1002,3;;25;;25;25;;;7;;;2;3,4;1,3;
2025/01/31;0400 UTC;0;1002;1002,4;1001,9;;24,7;;25;24,7;;;7;;;325;3;1,3;
2025/01/31;0500 UTC;0;1001,2;1002;1001,2;;24,5;;24,7;24,5;;;7;;;335;2,1;,9;
2025/01/31;0600 UTC;0;1000,6;1001,2;1000,6;;24,3;;24,5;24,3;;;7;;;337;2,9;1,6;
2025/01/31;0700 UTC;0;1000,5;1000,8;1000,5;;24,2;;24,3;24,2;;;;;;310;2,6;1;
2025/01/31;0800 UTC;0;1000,5;1000,5;1000,3;;24,1;;24,2;24,1;;;;;;326;2,8;1,2;
2025/01/31;0900 UTC;0;1001;1001;1000,5;;24,1;;24,2;24,1;;;;;;317;2,6;1,3;
2025/01/31;1000 UTC;0;1001,4;1001,4;1001;11,3;24,1;;24,2;24,1;;;;;;332;2,4;1,4;
2025/01/31;1100 UTC;0;1002,2;1002,2;1001,3;293,1;24,8;;24,8;24,1;;;;;;344;3;1,5;
2025/01/31;1200 UTC;,2;1003;1003;1002,2;1149;26,4;;26,5;24,8;;;;;;348;4,6;2,4;
2025/01/31;1300 UTC;0;1003;1003,1;1002,9;1532,6;27,4;;27,8;26,3;;;7;;;5;6,6;3,6;
2025/01/31;1400 UTC;0;1003;1003,1;1003;1806,8;28,8;;28,8;27,4;;;7;;;16;7,3;3,9;
2025/01/31;1500 UTC;0;1002,5;1003,1;1002,5;2107,5;29,1;;30;28,1;;;7;;;40;7,8;3,3;
2025/01/31;1600 UTC;0;1001,3;1002,5;1001,3;2386,4;30,3;;30,4;28,8;-9,4;;7;;;33;6,8;2,8;
2025/01/31;1700 UTC;0;999,9;1001,3;999,9;3308,4;31;-10;31,4;30,3;6,3;;21;;;15;6,6;3,8;
2025/01/31;1800 UTC;0;998,7;999,9;998,7;2718,5;31,2;;32,1;30,8;1,3;;15;;;21;7,5;3,6;
2025/01/31;1900 UTC;0;998;998,7;997,9;1857,9;32,2;-6,3;32,2;30,3;-3;;11;;8;32;7;2,9;
2025/01/31;2000 UTC;0;998,4;998,4;997,9;1595;28,1;;32,2;28,1;-2,1;;12;;;332;7,4;3,2;
2025/01/31;2100 UTC;0;998,8;998,8;998,2;284;27,4;;28,1;27,4;;;7;;;350;5,8;2,2;
2025/01/31;2200 UTC;,6;999,3;999,3;998,8;27;26,2;;27,5;25,7;;;7;;;51;8,4;1,7;
2025/01/31;2300 UTC;0;1000,1;1000,1;999,3;;26;;26,3;26;;;;;;24;4,6;2,2;
2025/02/01;0000 UTC;0;1001,3;1001,3;1000,1;;26;;26,3;26;;;;;;14;6;2,6;
2025/02/01;0100 UTC;0;1002;1002;1001,3;;25,9;;26,1;25,9;;;7;;;23;6,6;2,7;
2025/02/01;0200 UTC;0;1002,1;1002,1;1001,9;;25,3;;25,9;25,3;;;7;;;2;6,6;1,6;
2025/02/01;0300 UTC;0;1001,9;1002,1;1001,7;;25;;25,3;24,9;;;7;;;6;4,5;1,2;
2025/02/01;0400 UTC;0;1001,5;1001,9;1001,5;;24,7;;25;24,7;;;7;;;348;2,9;1,7;
2025/02/01;0500 UTC;0;1000,9;1001,5;1000,9;;24,4;;24,7;24,4;;;7;;;349;2,9;1,2;
2025/02/01;0600 UTC;0;1000,4;1000,9;1000,4;;24;;24,4;24;;;7;;;333;3,1;1,1;
2025/02/01;0700 UTC;0;1000,1;1000,4;1000,1;;23,8;;24;23,8;;;7;;;336;2,1;1;
2025/02/01;0800 UTC;0;999,8;1000,1;999,8;;23,8;;23,8;23,7;;;7;;;327;3,7;1,8;
2025/02/01;0900 UTC;0;1000,1;1000,2;999,8;;23,6;;23,8;23,5;;;7;;;350;3,8;1,3;
2025/02/01;1000 UTC;0;1000,6;1000,6;1000,1;5,3;23,6;;23,6;23,5;;;7;;;323;3,2;1,2;
2025/02/01;1100 UTC;0;1001,5;1001,5;1000,6;97,9;24;;24;23,6;;;7;;;357;2,8;,7;
2025/02/01;1200 UTC;0;1002,1;1002,2;1001,5;323,1;24,6;;24,6;24;;;7;;;352;3,2;1,6;
2025/02/01;1300 UTC;0;1002,7;1002,7;1002,1;1007,7;26,1;;26,1;24,5;;;7;;;360;4,1;1,8;
2025/02/01;1400 UTC;0;1002,7;1003;1002,7;854,6;27,3;;27,3;26,1;;;7;;;15;5,9;2,8;
2025/02/01;1500 UTC;0;1002,8;1002,9;1002,7;1065,3;26,5;;27,4;26,2;;;7;;;33;7,7;2,7;
2025/02/01;1600 UTC;0;1002;1002,8;1002;1654,2;26,9;;26,9;26,2;;;7;;;59;7,5;3,3;
2025/02/01;1700 UTC;0;1000,9;1002;1000,9;1467,8;26,5;;27,7;26,4;;;7;;;35;6,3;3,5;
2025/02/01;1800 UTC;0;999,6;1000,9;999,6;1985,8;28,1;;28,4;26,3;;;7;;;39;6,6;2,9;
2025/02/01;1900 UTC;0;998,9;999,6;998,9;1307,5;27,6;;28,3;27,2;;;;;;23;6,7;3;
2025/02/01;2000 UTC;0;998,9;998,9;998,6;743;26,9;;27,9;26,5;;;;;;38;6,6;2,7;
2025/02/01;2100 UTC;0;999;999;998,7;425,7;26,1;;27,1;26,1;;;7;;;48;7,4;2,5;
2025/02/01;2200 UTC;0;999,6;999,6;999;47,4;25,2;;26,1;25,2;;;7;;;21;7,2;3,4;
2025/02/01;2300 UTC;0;1000,1;1000,1;999,6;;25;;25,2;25;;;7;;;29;6,4;2,1;
2025/02/02;0000 UTC;0;1000,7;1000,7;1000,1;;24,6;;25;24,6;;;7;;;19;5,7;2,6;
2025/02/02;0100 UTC;0;1001,3;1001,3;1000,7;;24,2;;24,6;24,2;;;7;;;7;5,5;2,3;
2025/02/02;0200 UTC;0;1001,5;1001,5;1001,3;;24;;24,2;24;;;7;;;15;4,9;2,2;
2025/02/02;0300 UTC;0;1001,5;1001,6;1001,3;;23,9;;24;23,8;;;7;;;23;4,3;2,1;
2025/02/02;0400 UTC;0;1000,7;1001,5;1000,7;;23,3;;24;23,3;;;7;;;355;5,3;2,5;
2025/02/02;0500 UTC;0;1000;1000,8;1000;;23,1;;23,3;23,1;;;7;;;336;5;1,8;
2025/02/02;0600 UTC;0;999,5;1000;999,5;;23;;23,1;23;;;7;;7;353;3,5;1,2;
2025/02/02;0700 UTC;0;999,3;999,5;999,3;;23,1;;23,1;23;;;7;;;323;2,2;,8;
2025/02/02;0800 UTC;0;999,5;999,5;999,3;;23,1;;23,2;23,1;;;7;;;338;2,1;1,3;
2025/02/02;0900 UTC;,8;1000;1000,1;999,5;;23;;23,2;23;;;7;;;101;4,7;2,2;
2025/02/02;1000 UTC;0;1000,3;1000,3;999,9;5,5;23,1;;23,1;23;;;7;;;354;4,7;,7;
2025/02/02;1100 UTC;0;1001;1001;1000,3;296,3;23,6;;23,8;23;;;7;;7;22;2,6;1,5;
2025/02/02;1200 UTC;0;1001,7;1001,7;1001;1114,8;25,9;;26,1;23,6;;;7;;;16;4,2;2,2;
2025/02/02;1300 UTC;0;1002,2;1002,2;1001,7;1736,5;26,7;;27,3;25,7;;;7;;7;79;4,3;2,1;
2025/02/02;1400 UTC;0;1002,3;1002,3;1002,2;3104;28,3;;28,9;26,7;;;7;;;79;5,1;2,5;
2025/02/02;1500 UTC;,8;1002,3;1002,3;1002,1;956,2;25,5;;28,2;25,5;;;7;;;79;6,9;3,3;
2025/02/02;1600 UTC;4,4;1001,6;1002,3;1001,6;863,7;24,2;;25,5;24,1;;;7;;;50;8,6;3,9;
2025/02/02;1700 UTC;1,2;1001,1;1001,7;1001,1;554,9;23,8;;24,2;23,7;;;7;;;82;8,6;2,9;
2025/02/02;1800 UTC;1;999,6;1001,1;999,6;798,7;23,9;;24;23,6;;;7;;;108;5,8;1,8;
2025/02/02;1900 UTC;0;998,9;999,6;998,9;616;24,5;;24,5;23,9;;;7;;;119;3,3;1,7;
2025/02/02;2000 UTC;0;998,4;998,9;998,4;423,1;24,5;;24,7;24,3;;;7;;;103;3;1;
2025/02/02;2100 UTC;0;998,2;998,4;998,1;244,9;24,5;;24,8;24,4;;;7;;;225;2;,4;
2025/02/02;2200 UTC;0;998,5;998,5;998;57,2;24;;24,6;24;;;7;;;193;1,3;,8;
2025/02/02;2300 UTC;0;998,9;999,1;998,5;;23,6;;24;23,6;;;7;;;132;1,7;,4;
2025/02/03;0000 UTC;0;999,8;999,8;998,9;;23,5;;23,6;23,5;;;7;;;152;1,4;,7;
2025/02/03;0100 UTC;0;1000,9;1000,9;999,8;;23,3;;23,6;23,3;;;7;;;258;1,7;1,2;
2025/02/03;0200 UTC;0;1001,1;1001,1;1000,9;;23,2;;23,3;23,1;;;7;;;231;1,7;,5;
2025/02/03;0300 UTC;0;1000,9;1001,2;1000,9;;23,1;;23,2;23;;;7;;;264;1,9;,9;
2025/02/03;0400 UTC;0;1000,1;1001;1000,1;;23;;23,2;22,9;;;7;;7;305;1,9;,5;
2025/02/03;0500 UTC;0;999,7;1000,1;999,6;;22,7;;23;22,7;;;7;;;247;1,6;1;
2025/02/03;0600 UTC;0;999;999,7;999;;22,7;;22,8;22,6;;;7;;;303;1,7;,7;
2025/02/03;0700 UTC;0;998,5;999;998,5;;22,8;;22,9;22,7;;;7;;;352;1,5;1,1;
2025/02/03;0800 UTC;0;998,3;998,5;998,3;;22,8;;22,9;22,7;;;7;;;222;1,5;,4;
2025/02/03;0900 UTC;,2;998,8;998,8;998,2;;22,1;;22,8;22;;;7;;;280;1,3;,8;
2025/02/03;1000 UTC;0;999,8;999,8;998,7;14,4;22,1;;22,1;22;;;7;;;295;1,7;,7;
2025/02/03;1100 UTC;0;1000,6;1000,6;999,8;234,8;23,2;;23,2;22,1;;;7;;;261;1,5;,8;
2025/02/03;1200 UTC;0;1001,2;1001,2;1000,6;1239,8;25,3;;25,6;23,2;;;7;;;297;2,2;1,1;
2025/02/03;1300 UTC;0;1001,6;1001,7;1001,2;2067;26,8;;27,7;25,3;;;7;;;348;3,5;2;
