REGIAO:;N
UF:;AP
ESTACAO:;PORTO GRANDE
CODIGO (WMO):;A244
LATITUDE:;,69416666
LONGITUDE:;-51,40388888
ALTITUDE:;84,8
DATA DE FUNDACAO:;17/09/08
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2025/01/16;1500 UTC;0;1004;1004,7;1004;1293,2;27,2;;27,3;27;;;;;;28;6,3;3;
2025/01/16;1600 UTC;0;1003,1;1004;1003,1;1435,5;27,9;;28;27,2;;;;;;36;5,9;2,4;
2025/01/16;1700 UTC;0;1002,3;1003,1;1002,3;1208,2;27,9;;28,1;27,6;;;7;;;23;4,9;1,6;
2025/01/16;1800 UTC;0;1001,4;1002,3;1001,4;875,9;28,2;;28,3;27,7;;;7;;;47;3,8;1,4;
2025/01/16;1900 UTC;0;1000,8;1001,4;1000,8;826,2;28,2;;28,4;28,1;;;7;;;340;3,1;1,4;
2025/01/16;2000 UTC;0;1000,5;1000,8;1000,3;768,3;26,7;;28,4;26,7;;;7;;;358;5,9;2,9;
2025/01/16;2100 UTC;0;1000,6;1000,6;1000,5;468,2;25,6;;27;25,6;;;;;;58;5,9;1,4;
2025/01/16;2200 UTC;0;1001,3;1001,3;1000,6;35,7;25,1;;25,6;25,1;;;;;;26;3,5;1,6;
2025/01/16;2300 UTC;0;1001,8;1001,8;1001,3;;25;;25,1;24,8;;;;;;38;3,3;,9;
2025/01/17;0000 UTC;0;1002,9;1002,9;1001,8;;25,1;;25,2;25;;;;;;7;2,9;1,6;
2025/01/17;0100 UTC;0;1003,8;1003,8;1002,9;;24,2;;25,1;24,1;;;;;;52;2,9;,5;
2025/01/17;0200 UTC;0;1004;1004,1;1003,8;;24,1;;24,4;24,1;;;;;;64;2,3;,9;
2025/01/17;0300 UTC;0;1003,6;1004;1003,6;;23,7;;24,1;23,7;;;;;;62;2,3;,8;
2025/01/17;0400 UTC;0;1003;1003,6;1003;;23,8;;23,9;23,7;;;;;;318;1,5;,4;
2025/01/17;0500 UTC;0;1002,6;1003,1;1002,6;;23,8;;23,9;23,8;;;;;;317;1,7;1,1;
2025/01/17;0600 UTC;0;1001,9;1002,6;1001,9;;23,8;;23,9;23,8;;;;;;316;2,3;,9;
2025/01/17;0700 UTC;0;1001,8;1002;1001,8;;24;;24,1;23,8;;;;;;326;2,1;,9;
2025/01/17;0800 UTC;0;1001,9;1001,9;1001,6;;23,7;;24;23,7;;;;;;335;2,6;1,1;
2025/01/17;0900 UTC;0;1002,5;1002,5;1001,9;;23,7;;23,7;23,6;;;;;;77;2;,9;
2025/01/17;1000 UTC;,4;1003,3;1003,3;1002,5;5,6;23,9;;23,9;23,7;;;;;;357;2,4;1,2;
2025/01/17;1100 UTC;,2;1004,3;1004,3;1003,3;138,9;23,8;;23,9;23,7;;;;;;17;4,4;2,4;
2025/01/17;1200 UTC;,2;1005;1005;1004,3;691,9;25,1;;25,2;23,8;;;7;;;15;4;2,2;
2025/01/17;1300 UTC;0;1005,6;1005,6;1005;932;25,7;;25,9;25,1;;;7;;;27;5;3;
2025/01/17;1400 UTC;,2;1005,7;1005,8;1005,6;679,4;25,5;;25,7;25,1;;;7;;;37;6,1;2,7;
2025/01/17;1500 UTC;0;1005,4;1005,7;1005,4;1479,6;25,1;;26,9;25,1;;;7;;;34;9;3,9;
2025/01/17;1600 UTC;10,2;1004,6;1005,4;1004,6;532;23,8;;25,1;23,6;;;7;;;15;9;2,3;
2025/01/17;1700 UTC;,6;1003,5;1004,6;1003,5;979,7;25,3;;25,3;23,7;;;7;;;24;5,9;2,6;
2025/01/17;1800 UTC;0;1002,7;1003,5;1002,7;1181,7;26,3;;26,4;25,2;;;7;;7;39;6,3;3;
2025/01/17;1900 UTC;0;1002;1002,7;1002;1531,4;26,6;;26,9;26,2;;;7;;;18;6,4;3,4;
2025/01/17;2000 UTC;0;1002;1002,1;1002;941;26,1;;26,7;26;;;7;;;22;5,9;2,7;
2025/01/17;2100 UTC;0;1002,3;1002,3;1002;394,9;25,8;;26,3;25,8;;;7;;;27;5,6;3,1;
2025/01/17;2200 UTC;0;1002,8;1002,8;1002,3;29,4;24,8;;25,8;24,8;;;7;;;46;5,6;1,5;
2025/01/17;2300 UTC;0;1003,4;1003,4;1002,8;;24,2;;24,8;24,2;;;7;;;27;4;1,5;
2025/01/18;0000 UTC;0;1004;1004;1003,4;;24,1;;24,2;24;;;7;;;17;3,8;2,1;
2025/01/18;0100 UTC;0;1004,4;1004,4;1004;;23,8;;24,1;23,8;;;7;;;26;4,3;2,2;
2025/01/18;0200 UTC;0;1004,5;1004,5;1004,4;;23,4;;23,8;23,4;;;7;;;28;4,4;1,9;
2025/01/18;0300 UTC;0;1004,8;1004,8;1004,4;;23,1;;23,4;23,1;;;7;;;74;3,4;1,1;
2025/01/18;0400 UTC;0;1004,1;1004,8;1004,1;;23,3;;23,4;23,1;;;7;;;335;2,9;1,4;
2025/01/18;0500 UTC;0;1003,5;1004,1;1003,5;;23;;23,3;23;;;7;;;332;3;1,8;
2025/01/18;0600 UTC;0;1002,8;1003,5;1002,8;;23;;23,1;23;;;7;;;356;3;1;
2025/01/18;0700 UTC;0;1002,6;1002,8;1002,5;;23;;23,1;23;;;7;;;307;2;,6;
2025/01/18;0800 UTC;0;1003,1;1003,1;1002,6;;23;;23,1;23;;;7;;;316;1,5;,7;
2025/01/18;0900 UTC;0;1003,5;1003,5;1003,1;;22,9;;23;22,9;;;7;;;340;1,6;1;
2025/01/18;1000 UTC;0;1003,8;1003,8;1003,4;5,9;23;;23;22,9;;;7;;;354;1,6;1,1;
2025/01/18;1100 UTC;0;1004,7;1004,7;1003,8;211,3;23,5;;23,5;22,9;;;7;;;335;2,3;1,2;
2025/01/18;1200 UTC;0;1005,7;1005,7;1004,7;598,6;24,8;;24,9;23,5;;;7;;;311;2,3;,9;
2025/01/18;1300 UTC;0;1006;1006;1005,7;904,3;25,4;;25,4;24,6;;;7;;;344;2,9;1,5;
2025/01/18;1400 UTC;0;1006,2;1006,2;1006;1255,8;25,9;;26,6;25,4;;;7;;;43;5,4;2,6;
2025/01/18;1500 UTC;0;1005,6;1006,2;1005,6;1320,8;26,4;;26,6;25,7;;;7;;;45;5,4;1,9;
2025/01/18;1600 UTC;0;1004,8;1005,6;1004,8;1564,9;26,4;;27,2;26,3;;;;;;64;5,8;3,1;
2025/01/18;1700 UTC;0;1003,5;1004,8;1003,5;1293,8;25,6;;26,4;25,3;;;7;;7;69;5,5;1,6;
2025/01/18;1800 UTC;0;1002,7;1003,5;1002,7;982,7;25,7;;26;25,5;;;7;;;85;4,1;2,1;
2025/01/18;1900 UTC;0;1002,7;1002,7;1002,6;1015,3;26,5;;26,5;25,7;;;7;;;54;3,5;1,8;
2025/01/18;2000 UTC;0;1002,8;1002,8;1002,6;917,3;26,6;;26,7;26,3;;;;;;76;3,5;1,2;
2025/01/18;2100 UTC;0;1003,5;1003,5;1002,8;393;24,6;;26,7;24,6;;;7;;;343;6,6;2,6;
2025/01/18;2200 UTC;0;1004;1004,1;1003,5;49,3;23,7;;24,6;23,6;;;;;;350;4,6;1,9;
2025/01/18;2300 UTC;0;1004;1004,1;1003,9;;23,3;;23,7;23,3;;;;;;301;3,1;,6;
2025/01/19;0000 UTC;0;1004,9;1004,9;1004;;22,9;;23,3;22,9;;;;;;227;1,5;,8;
2025/01/19;0100 UTC;0;1005,1;1005,1;1004,8;;22,9;;23,1;22,8;;;;;;8;1,5;,8;
2025/01/19;0200 UTC;0;1005;1005,1;1005;;22,8;;23;22,7;;;7;;;291;1,2;,5;
2025/01/19;0300 UTC;0;1004,8;1005;1004,8;;22,5;;22,8;22,5;;;7;;;344;1,9;1,3;
2025/01/19;0400 UTC;0;1003,9;1004,8;1003,9;;22,5;;22,6;22,5;;;7;;;321;2;1,1;
2025/01/19;0500 UTC;0;1003,1;1003,9;1003,1;;22,5;;22,6;22,5;;;7;;;7;3;,6;
2025/01/19;0600 UTC;0;1002,6;1003,1;1002,6;;22,4;;22,7;22,4;;;7;;;338;2,6;1,5;
2025/01/19;0700 UTC;0;1002;1002,6;1002;;22,4;;22,4;22,4;;;7;;;347;2,6;,8;
2025/01/19;0800 UTC;0;1002,2;1002,2;1001,9;;22,3;;22,4;22,3;;;7;;;350;2,4;1;
2025/01/19;0900 UTC;0;1002,6;1002,6;1002,2;;22,1;;22,3;22,1;;;7;;;332;2,5;1,4;
2025/01/19;1000 UTC;0;1003;1003;1002,6;22,6;22,1;;22,1;22;;;7;;;337;2,3;,9;
2025/01/19;1100 UTC;0;1003,9;1003,9;1003;435,5;23,4;;23,4;22,1;;;7;;;345;2,7;1,4;
2025/01/19;1200 UTC;0;1004,6;1004,6;1003,9;1249,8;25,3;;25,3;23,2;;;7;;;8;2,9;1,5;
2025/01/19;1300 UTC;0;1005;1005;1004,6;2174,9;27,2;;27,3;25,3;;;7;;;342;4,4;1,9;
2025/01/19;1400 UTC;0;1004,9;1005,1;1004,9;2135,4;28;;28,7;26,7;;;7;;;10;5,8;2,1;
2025/01/19;1500 UTC;0;1004,5;1004,9;1004,5;2323,4;28,6;;29,8;27,7;;;7;;;36;6,1;3,2;
2025/01/19;1600 UTC;0;1003,5;1004,5;1003,5;2573,1;29,3;;29,7;28,6;;;7;;;12;6;2,5;
2025/01/19;1700 UTC;0;1002,4;1003,5;1002,4;2277,3;30,4;;30,5;29;-10;;7;;;27;5;2,1;
2025/01/19;1800 UTC;0;1001,2;1002,4;1001,2;3281,3;29,6;;30,8;29,4;-9,1;;7;;;328;5,6;3;
2025/01/19;1900 UTC;0;1000,6;1001,2;1000,5;2758;30,3;;31,2;29,4;-8,6;;7;;;35;6,6;3,6;
2025/01/19;2000 UTC;0;1001,1;1001,1;1000,6;453,6;27;;30,6;27;-9,8;;7;;;28;8,4;3,5;
2025/01/19;2100 UTC;0;1002;1002;1001,2;83,1;24,6;;27;24,6;;;7;;;323;7,8;2,1;
2025/01/19;2200 UTC;0;1002,7;1002,7;1002;17,4;24,8;;25,1;24,6;;;7;;;333;4,4;1,4;
2025/01/19;2300 UTC;0;1003,6;1003,6;1002,7;;24;;24,8;24;;;7;;;9;7,7;3,2;
2025/01/20;0000 UTC;0;1004,6;1004,6;1003,6;;23,5;;24;23,5;;;;;;9;5,4;1,5;
2025/01/20;0100 UTC;,4;1004,9;1004,9;1004,6;;23;;23,5;22,9;;;7;;;355;3;,8;
2025/01/20;0200 UTC;0;1004,8;1005;1004,8;;23;;23,1;22,9;;;7;;;353;1,6;,6;
2025/01/20;0300 UTC;0;1004,4;1004,8;1004,4;;23,1;;23,2;23;;;7;;;312;1,3;,3;
2025/01/20;0400 UTC;0;1003,6;1004,4;1003,6;;23,1;;23,2;23;;;7;;;4;1;,7;
2025/01/20;0500 UTC;0;1002,9;1003,6;1002,9;;22,9;;23,2;22,9;;;7;;;316;1,9;1,3;
2025/01/20;0600 UTC;0;1002,6;1002,9;1002,5;;22,7;;22,9;22,7;;;7;;;334;1,8;1;
2025/01/20;0700 UTC;0;1002,4;1002,6;1002,4;;22,7;;22,7;22,6;;;7;;;356;2;1,1;
2025/01/20;0800 UTC;0;1002,3;1002,5;1002,3;;22,5;;22,7;22,5;;;7;;;335;2,1;1,3;
2025/01/20;0900 UTC;,2;1002,6;1002,6;1002,2;;22,4;;22,5;22,4;;;7;;;210;2;,5;
2025/01/20;1000 UTC;0;1003;1003;1002,6;17,6;22,7;;22,7;22,3;;;;;;15;5,4;2,6;
2025/01/20;1100 UTC;0;1003,8;1003,8;1003;248;23,3;;23,3;22,6;;;7;;;8;5,4;1,9;
2025/01/20;1200 UTC;0;1004,4;1004,4;1003,8;824,9;24,7;;24,8;23,3;;;7;;;12;4,3;2,4;
2025/01/20;1300 UTC;0;1004,9;1005;1004,4;929,4;25,1;;25,4;24,6;;;7;;;319;4,7;1,7;
2025/01/20;1400 UTC;,2;1004,9;1005;1004,8;1573;26,1;;26,9;24,8;;;7;;;344;6,5;2,2;
2025/01/20;1500 UTC;0;1004,4;1004,9;1004,4;2252,8;28,4;;28,4;25,6;;;;;;12;6,1;2,4;
2025/01/20;1600 UTC;0;1003,2;1004,4;1003,2;2847,7;29,1;;29,4;27,5;;;7;;;9;5,1;2,2;
2025/01/20;1700 UTC;0;1001,8;1003,2;1001,8;3064,5;30,2;;30,5;28,3;10,7;;30;;;316;4,8;2,2;
2025/01/20;1800 UTC;0;1001,1;1001,8;1001,1;1730,8;24,9;;30,6;24,9;-1,5;;19;;;350;8,9;4,3;
2025/01/20;1900 UTC;0;1001;1001,2;1001;487,3;25,2;;26,3;24,7;;;7;;;151;7,7;1,4;
2025/01/20;2000 UTC;0;1000,8;1001;1000,7;377,5;26;;26;25;;;7;;;76;3,7;2;
2025/01/20;2100 UTC;0;1001;1001,1;1000,8;294,8;25,8;;26,1;25,8;;;7;;7;27;4,5;2,1;
2025/01/20;2200 UTC;0;1001,7;1001,7;1001;50,7;25,2;;25,8;25,2;;;7;;;70;4;1,2;
2025/01/20;2300 UTC;0;1002,4;1002,5;1001,5;;24,8;;25,2;24,8;;;;;;93;2,7;,8;
2025/01/21;0000 UTC;0;1003,2;1003,2;1002,4;;23,8;;24,8;23,8;;;7;;;50;5,5;1,8;
2025/01/21;0100 UTC;,8;1003,6;1003,6;1003,2;;23,6;;23,8;23,6;;;7;;;38;3,7;1,2;
2025/01/21;0200 UTC;,2;1003,9;1003,9;1003,6;;23,5;;23,6;23,5;;;7;;;52;3,2;1,2;
2025/01/21;0300 UTC;0;1003,7;1003,9;1003,7;;23,4;;23,6;23,4;;;7;;;47;2,8;1,1;
2025/01/21;0400 UTC;0;1003,3;1003,7;1003,3;;23,3;;23,4;23,3;;;7;;;53;2,3;,8;
2025/01/21;0500 UTC;0;1002,9;1003,3;1002,9;;23,7;;23,7;23,3;;;7;;;352;2,2;1;
2025/01/21;0600 UTC;0;1002,3;1002,9;1002,3;;23,5;;23,7;23,5;;;7;;;321;2,2;1;
2025/01/21;0700 UTC;0;1001,9;1002,3;1001,9;;23,4;;23,5;23,4;;;7;;7;337;2,6;1,5;
2025/01/21;0800 UTC;0;1002,1;1002,1;1001,9;;23,2;;23,4;23,2;;;7;;;343;3,3;1,7;
2025/01/21;0900 UTC;0;1002,4;1002,4;1002,1;;23,2;;23,2;23,1;;;7;;;328;3,7;1,5;
2025/01/21;1000 UTC;0;1003;1003;1002,3;14,8;23,2;;23,2;23,1;;;7;;;325;3,2;1;
2025/01/21;1100 UTC;0;1004,1;1004,1;1003;224;23,8;;23,8;23,2;;;7;;;342;2,5;1,5;
2025/01/21;1200 UTC;,2;1004,8;1004,8;1004,1;745,4;24,9;;25;23,7;;;7;;;5;4,3;1,9;
2025/01/21;1300 UTC;0;1005,1;1005,1;1004,7;1345,5;26,1;;26,7;24,8;;;7;;;34;4,5;2,2;
2025/01/21;1400 UTC;0;1005,2;1005,2;1005;1218,2;26,6;;27,2;26;;;7;;;25;3,9;1,8;
2025/01/21;1500 UTC;0;1004,5;1005,2;1004,5;1115,2;26,9;;27,6;26,4;;;7;;;357;4,1;2,1;
2025/01/21;1600 UTC;0;1003,7;1004,5;1003,7;1434;26,5;;28,3;26,3;;;;;;351;5,1;1,4;
2025/01/21;1700 UTC;10,8;1002,5;1003,7;1002,5;645,9;23,9;;27,1;23,7;;;7;;;12;4,5;1,4;
2025/01/21;1800 UTC;,4;1001,1;1002,5;1001,1;1017,3;26,1;;26,4;23,9;;;;;;46;4,2;2;
2025/01/21;1900 UTC;,2;1000,8;1001,1;1000,6;807;25,4;;26,2;25,4;;;7;;;101;6,7;3;
2025/01/21;2000 UTC;0;1000,4;1000,8;1000,1;1143,8;26,2;;26,2;25,2;;;7;;;89;6,6;3,2;
2025/01/21;2100 UTC;0;1000,6;1000,8;1000,4;653,4;25,4;;26,5;25,4;;;7;;;75;6,1;1,4;
2025/01/21;2200 UTC;0;1001;1001;1000,6;80,6;24,5;;25,4;24,5;;;7;;;60;4;1;
2025/01/21;2300 UTC;0;1001,8;1001,8;1000,9;;24,3;;24,5;24,3;;;7;;;72;3,3;1,2;
2025/01/22;0000 UTC;0;1003,1;1003,1;1001,8;;24,2;;24,3;24,1;;;;;;23;2,6;1;
2025/01/22;0100 UTC;0;1003,6;1003,7;1003,1;;24,3;;24,3;24,2;;;;;;286;2,6;,2;
2025/01/22;0200 UTC;0;1004,1;1004,2;1003,6;;23,9;;24,4;23,9;;;7;;;31;1,3;,5;
2025/01/22;0300 UTC;0;1003,6;1004,1;1003,6;;23,8;;23,9;23,8;;;7;;;57;1,3;,6;
2025/01/22;0400 UTC;0;1003,2;1003,6;1003,2;;23,9;;23,9;23,7;;;7;;;21;3,6;1,9;
2025/01/22;0500 UTC;0;1002,7;1003,2;1002,5;;23,6;;23,9;23,6;;;7;;;353;5;1,5;
2025/01/22;0600 UTC;0;1002,3;1002,7;1002,3;;23,5;;23,6;23,5;;;7;;;344;3,2;1,3;
2025/01/22;0700 UTC;,2;1001,8;1002,3;1001,7;;23,4;;23,6;23,4;;;7;;;341;2,3;1,4;
2025/01/22;0800 UTC;0;1001,8;1001,9;1001,7;;23,4;;23,4;23,4;;;7;;;342;2,6;1,1;
2025/01/22;0900 UTC;0;1002,7;1002,7;1001,8;;23,2;;23,4;23,2;;;7;;;20;2,3;,3;
2025/01/22;1000 UTC;0;1003,2;1003,3;1002,7;7,9;23,4;;23,5;23,2;;;7;;;343;1,8;,8;
2025/01/22;1100 UTC;1,2;1004,2;1004,2;1003,2;92,6;23,8;;23,9;23,4;;;7;;;336;1,7;,5;
2025/01/22;1200 UTC;,4;1005,2;1005,2;1004,2;587,5;24,9;;24,9;23,8;;;7;;;21;2,2;1,2;
2025/01/22;1300 UTC;0;1005,2;1005,5;1005,1;1149,7;25,8;;26,2;24,9;;;7;;;86;4,8;1,4;
2025/01/22;1400 UTC;0;1005,3;1005,5;1005,2;1146,4;25,9;;26,1;25,5;;;;;;112;4,8;2,9;
2025/01/22;1500 UTC;0;1004,2;1005,3;1004,2;1709,9;26,9;;27;25,9;;;7;;;129;5,8;2,4;
2025/01/22;1600 UTC;0;1003,1;1004,2;1003,1;2259,9;28,5;;28,5;26,8;;;;;;66;4;1,5;
2025/01/22;1700 UTC;0;1002;1003,1;1002;2177,4;29;;29,1;28,2;;;7;;;104;4,9;3;
2025/01/22;1800 UTC;0;1001;1002;1001;1990,2;29;;29,5;28,8;;;7;;;116;4,9;2,5;
2025/01/22;1900 UTC;0;1000,4;1001;1000,4;1377,6;29,2;-10;29,6;28,5;-10;;7;;7;46;4,5;1,7;
2025/01/22;2000 UTC;0;1000,5;1000,6;1000,4;1087,2;29;;30,2;28,6;-9,7;;7;;;127;3,6;1,6;
2025/01/22;2100 UTC;0;1000,7;1000,8;1000,4;619;29;;29,3;28,8;;;7;;;50;3,4;1,8;
2025/01/22;2200 UTC;0;1001,6;1001,6;1000,6;98,5;27,1;;29,1;27,1;;;7;;;60;3,4;1,4;
2025/01/22;2300 UTC;0;1002,3;1002,3;1001,6;;26,2;;27,1;26,2;;;7;;;44;3,3;1,4;
2025/01/23;0000 UTC;0;1003,6;1003,6;1002,3;;24,2;;26,2;24,2;;;7;;7;12;8,7;2,7;
2025/01/23;0100 UTC;0;1003,8;1003,9;1003,6;;24;;24,2;24;;;7;;;23;4,8;,6;
2025/01/23;0200 UTC;0;1004,2;1004,3;1003,8;;23,8;;24;23,8;;;7;;;294;1,6;,7;
2025/01/23;0300 UTC;0;1004,2;1004,3;1004,1;;23,7;;23,8;23,6;;;7;;;311;1,6;,7;
2025/01/23;0400 UTC;0;1003,6;1004,2;1003,6;;23,7;;23,8;23,7;;;7;;;318;1,4;,8;
2025/01/23;0500 UTC;0;1002,8;1003,6;1002,8;;23,5;;23,7;23,5;;;7;;;318;2,8;1,4;
2025/01/23;0600 UTC;0;1002,8;1003;1002,6;;23,5;;23,6;23,5;;;7;;;330;2,8;1,3;
2025/01/23;0700 UTC;0;1002,5;1002,9;1002,4;;23,3;;23,5;23,3;;;;;;337;2,6;1,5;
2025/01/23;0800 UTC;,2;1002,1;1002,5;1002,1;;23,4;;23,4;23,2;;;7;;;348;3,1;1,5;
2025/01/23;0900 UTC;1;1002,1;1002,3;1002,1;;23,2;;23,4;23,2;;;7;;;296;3,1;,6;
2025/01/23;1000 UTC;,2;1002,3;1002,3;1002;26,2;23,4;;23,4;23,1;;;7;;;305;1,7;,5;
2025/01/23;1100 UTC;0;1003,7;1003,7;1002,3;246,2;24;;24;23,4;;;7;;;336;1,3;,7;
2025/01/23;1200 UTC;0;1004,5;1004,5;1003,7;1355,2;25,5;;25,6;23,9;;;7;;;319;3,3;1,9;
2025/01/23;1300 UTC;0;1004,5;1004,6;1004,5;2273,2;26,6;;27;25,1;;;;;;337;4,4;2,2;
2025/01/23;1400 UTC;0;1004,6;1004,7;1004,5;2074,6;28,4;;28,8;26,5;;;;;;31;4,3;2;
2025/01/23;1500 UTC;0;1003,8;1004,6;1003,8;2377,4;29;;29,8;27,9;;;7;;;53;4,8;2,1;
2025/01/23;1600 UTC;0;1002,9;1003,8;1002,9;2008,7;28,8;;29,8;27,4;;;7;;;39;8,1;2,9;
2025/01/23;1700 UTC;,2;1002,1;1002,9;1002,1;2434,1;28,9;;29;26,5;;;7;;;19;5,8;2,6;
2025/01/23;1800 UTC;0;1001;1002,1;1000,8;2821;30,3;;30,6;28,8;-9,3;;7;;;50;6,2;2,7;
2025/01/23;1900 UTC;0;1000,6;1001;1000,3;2603,4;29,4;;30,6;29,2;-9,8;;7;;;28;7,7;3,8;
2025/01/23;2000 UTC;0;1000,1;1000,6;1000,1;1829,8;28,9;;30,2;28,9;;;;;;56;7,7;3;
2025/01/23;2100 UTC;0;1000,3;1000,3;1000,1;316,2;27;;28,9;27;;;7;;;23;7,7;2,4;
2025/01/23;2200 UTC;0;1001;1001;1000,3;63,1;26,2;;27;26,2;;;7;;;19;5;2,4;
2025/01/23;2300 UTC;0;1002,4;1002,4;1001;;25,7;;26,2;25,7;;;7;;;16;4,7;2,2;
2025/01/24;0000 UTC;0;1003,3;1003,3;1002,4;;25,4;;25,7;25,4;;;7;;;8;4,6;2,4;
2025/01/24;0100 UTC;0;1003,5;1003,5;1003;;25,1;;25,4;25,1;;;7;;;15;4,1;1,8;
2025/01/24;0200 UTC;0;1003,5;1003,7;1003,5;;24,9;;25,1;24,9;;;7;;;27;4,8;2;
2025/01/24;0300 UTC;0;1003,5;1003,5;1003,3;;24,5;;24,9;24,5;;;7;;;16;4,3;1,2;
2025/01/24;0400 UTC;0;1002,3;1003,5;1002,3;;24,2;;24,5;24,2;;;7;;;3;3,3;1,9;
2025/01/24;0500 UTC;0;1001,9;1002,6;1001,9;;24,1;;24,2;24;;;7;;;5;3,3;2;
2025/01/24;0600 UTC;0;1001,7;1002;1001,5;;24;;24,1;24;;;7;;;3;3,9;1,3;
2025/01/24;0700 UTC;0;1000,8;1001,7;1000,8;;24;;24,1;23,9;;;7;;;343;3,8;2,3;
2025/01/24;0800 UTC;0;1001;1001;1000,5;;23,9;;24;23,8;;;7;;;223;4,1;,4;
2025/01/24;0900 UTC;0;1001,7;1001,7;1001;;24,1;;24,1;23,9;;;7;;;174;1;,5;
2025/01/24;1000 UTC;0;1002,1;1002,1;1001,6;28,2;24,1;;24,1;23,9;;;7;;;269;1,4;,7;
2025/01/24;1100 UTC;0;1002,9;1002,9;1002,1;233,3;24,4;;24,5;24;;;7;;;325;1,9;,9;
2025/01/24;1200 UTC;0;1003,7;1003,7;1002,9;866,3;26;;26;24,4;;;7;;;326;3;,7;
2025/01/24;1300 UTC;0;1003,9;1003,9;1003,6;888,3;26,1;;26,6;25,8;;;7;;;99;3,1;1,9;
2025/01/24;1400 UTC;0;1003,6;1003,9;1003,6;1271,7;27;;27,6;25,8;;;;;;59;4,7;2,6;
2025/01/24;1500 UTC;0;1002,7;1003,6;1002,7;2911,6;29,6;;29,6;26,9;;;7;;;128;5,1;2,7;
2025/01/24;1600 UTC;0;1001,7;1002,7;1001,7;3071;30,3;;30,8;29,1;5,6;;21;;;61;5,4;2,3;
2025/01/24;1700 UTC;0;1000,7;1001,7;1000,7;3352,4;30,8;;31,9;30,1;5,5;;22;;;59;8;3,3;
2025/01/24;1800 UTC;0;999,5;1000,7;999,5;2560,9;30,3;;31,2;29,7;4,4;;19;;;99;8,5;4,2;
2025/01/24;1900 UTC;0;999,5;999,6;999,3;2305,7;29,1;;30,9;29,1;10,8;;34;;;95;9,3;4,5;
2025/01/24;2000 UTC;0;1000;1000;999,5;664;26,3;;29,2;25,9;;;7;;;119;10,1;4,4;
2025/01/24;2100 UTC;2;1000,9;1000,9;1000;127,1;23,6;;26,3;23,6;;;7;;;91;9,4;2,5;
2025/01/24;2200 UTC;1,4;1001,4;1001,5;1000,9;6,1;23,3;;23,6;23,2;;;7;;;33;5;2,3;
2025/01/24;2300 UTC;2,8;1001,8;1001,9;1001,4;;23,1;;23,3;23,1;;;7;;;14;5,2;2,6;
2025/01/25;0000 UTC;,8;1002;1002;1001,8;;22,7;;23,1;22,7;;;7;;;335;4,6;1,6;
2025/01/25;0100 UTC;,4;1003,4;1003,4;1002;;22,5;;22,7;22,5;;;7;;;336;3;1;
2025/01/25;0200 UTC;,4;1003,7;1003,7;1003,4;;22,7;;22,8;22,5;;;;;;357;1,7;,6;
2025/01/25;0300 UTC;,4;1003,5;1003,7;1003,5;;22,6;;22,9;22,6;;;7;;;221;1,9;1,3;
2025/01/25;0400 UTC;,2;1002,6;1003,5;1002,6;;22,7;;22,8;22,6;;;7;;;308;1,9;,9;
2025/01/25;0500 UTC;0;1002,4;1002,6;1002,3;;22,5;;22,7;22,4;;;7;;;335;2,2;1,3;
2025/01/25;0600 UTC;,4;1001,9;1002,4;1001,9;;22,3;;22,6;22,3;;;7;;;325;2,6;1,6;
2025/01/25;0700 UTC;0;1002;1002,1;1001,8;;22,3;;22,4;22,3;;;;;;317;3,3;1,6;
2025/01/25;0800 UTC;,2;1002,6;1002,7;1002;;22,4;;22,5;22,3;;;;;;343;3,4;1,3;
2025/01/25;0900 UTC;0;1002,8;1002,9;1002,6;;22,6;;22,6;22,4;;;7;;;9;2,8;,9;
2025/01/25;1000 UTC;0;1003,3;1003,3;1002,8;6,1;22,7;;22,7;22,5;;;7;;;316;3,6;,6;
2025/01/25;1100 UTC;0;1004,4;1004,4;1003,3;187,5;23,1;;23,1;22,6;;;7;;;15;2,5;1,5;
2025/01/25;1200 UTC;,6;1005,2;1005,2;1004,4;427,3;23,8;;23,8;23;;;7;;;34;3,8;1,9;
2025/01/25;1300 UTC;,6;1005,5;1005,7;1005,2;1094;24,5;;24,9;23,6;;;7;;;26;5,7;2,6;
